time,fixed_x,fixed_y,fixed_z,fall_x,fall_y,fall_z,fixed_vx,fixed_vy,fixed_vz,fall_vx,fall_vy,fall_vz,distance
0.010000000000000002,0.0,0.0,0.0,0.0,0.0,204.99951,0.0,0.0,0.0,0.0,0.0,-0.09800000000000002,204.99951
0.02000000000000001,0.0,0.0,0.0,0.0,0.0,204.99804,0.0,0.0,0.0,0.0,0.0,-0.19600000000000004,204.99804
0.03000000000000002,0.0,0.0,0.0,0.0,0.0,204.99559,0.0,0.0,0.0,0.0,0.0,-0.29399999999999993,204.99559
0.04000000000000003,0.0,0.0,0.0,0.0,0.0,204.99215999999998,0.0,0.0,0.0,0.0,0.0,-0.3919999999999997,204.99215999999998
0.05000000000000004,0.0,0.0,0.0,0.0,0.0,204.98775,0.0,0.0,0.0,0.0,0.0,-0.48999999999999944,204.98775
0.060000000000000046,0.0,0.0,0.0,0.0,0.0,204.98235999999997,0.0,0.0,0.0,0.0,0.0,-0.5879999999999996,204.98235999999997
0.07000000000000005,0.0,0.0,0.0,0.0,0.0,204.97599,0.0,0.0,0.0,0.0,0.0,-0.6859999999999999,204.97599
0.08000000000000006,0.0,0.0,0.0,0.0,0.0,204.96864,0.0,0.0,0.0,0.0,0.0,-0.7840000000000003,204.96864
0.09000000000000007,0.0,0.0,0.0,0.0,0.0,204.96031,0.0,0.0,0.0,0.0,0.0,-0.8820000000000006,204.96031
0.10000000000000007,0.0,0.0,0.0,0.0,0.0,204.951,0.0,0.0,0.0,0.0,0.0,-0.9800000000000009,204.951
0.11000000000000008,0.0,0.0,0.0,0.0,0.0,204.94070999999997,0.0,0.0,0.0,0.0,0.0,-1.0780000000000012,204.94070999999997
0.12000000000000009,0.0,0.0,0.0,0.0,0.0,204.92944,0.0,0.0,0.0,0.0,0.0,-1.1760000000000015,204.92944
0.1300000000000001,0.0,0.0,0.0,0.0,0.0,204.91718999999998,0.0,0.0,0.0,0.0,0.0,-1.2740000000000018,204.91718999999998
0.1400000000000001,0.0,0.0,0.0,0.0,0.0,204.90395999999998,0.0,0.0,0.0,0.0,0.0,-1.372000000000002,204.90395999999998
0.1500000000000001,0.0,0.0,0.0,0.0,0.0,204.88975,0.0,0.0,0.0,0.0,0.0,-1.4700000000000024,204.88975
0.16000000000000011,0.0,0.0,0.0,0.0,0.0,204.87455999999997,0.0,0.0,0.0,0.0,0.0,-1.5680000000000027,204.87455999999997
0.17000000000000012,0.0,0.0,0.0,0.0,0.0,204.85838999999999,0.0,0.0,0.0,0.0,0.0,-1.666000000000003,204.85838999999999
0.18000000000000013,0.0,0.0,0.0,0.0,0.0,204.84123999999997,0.0,0.0,0.0,0.0,0.0,-1.7640000000000033,204.84123999999997
0.19000000000000014,0.0,0.0,0.0,0.0,0.0,204.82310999999999,0.0,0.0,0.0,0.0,0.0,-1.8620000000000037,204.82310999999999
0.20000000000000015,0.0,0.0,0.0,0.0,0.0,204.80399999999997,0.0,0.0,0.0,0.0,0.0,-1.960000000000004,204.80399999999997
0.21000000000000016,0.0,0.0,0.0,0.0,0.0,204.78390999999996,0.0,0.0,0.0,0.0,0.0,-2.058000000000003,204.78390999999996
0.22000000000000017,0.0,0.0,0.0,0.0,0.0,204.76283999999998,0.0,0.0,0.0,0.0,0.0,-2.156000000000001,204.76283999999998
0.23000000000000018,0.0,0.0,0.0,0.0,0.0,204.74078999999995,0.0,0.0,0.0,0.0,0.0,-2.253999999999999,204.74078999999995
0.24000000000000019,0.0,0.0,0.0,0.0,0.0,204.71775999999997,0.0,0.0,0.0,0.0,0.0,-2.351999999999997,204.71775999999997
0.25000000000000017,0.0,0.0,0.0,0.0,0.0,204.69374999999997,0.0,0.0,0.0,0.0,0.0,-2.4499999999999953,204.69374999999997
0.2600000000000002,0.0,0.0,0.0,0.0,0.0,204.66875999999996,0.0,0.0,0.0,0.0,0.0,-2.5479999999999934,204.66875999999996
0.2700000000000002,0.0,0.0,0.0,0.0,0.0,204.64278999999996,0.0,0.0,0.0,0.0,0.0,-2.6459999999999915,204.64278999999996
0.2800000000000002,0.0,0.0,0.0,0.0,0.0,204.61583999999993,0.0,0.0,0.0,0.0,0.0,-2.7439999999999896,204.61583999999993
0.2900000000000002,0.0,0.0,0.0,0.0,0.0,204.58790999999997,0.0,0.0,0.0,0.0,0.0,-2.8419999999999876,204.58790999999997
